timestamp,camera,line,in,out
2025-11-14T16:09:11+07:00,cam1,2,1,0
2025-11-14T16:10:13+07:00,cam1,3,1,0
2025-11-14T16:10:21+07:00,cam1,3,0,1
2025-11-14T16:11:17+07:00,cam1,2,0,1
2025-11-14T16:11:48+07:00,cam1,3,0,1
2025-11-14T16:12:25+07:00,cam1,2,0,1
2025-11-14T16:13:05+07:00,cam1,2,1,0
2025-11-14T16:13:09+07:00,cam1,1,0,1
2025-11-14T16:13:57+07:00,cam1,3,0,1
2025-11-14T16:15:58+07:00,cam1,1,1,0
2025-11-14T16:18:32+07:00,cam1,3,0,1
2025-11-14T16:19:51+07:00,cam1,1,1,0
2025-11-14T16:20:06+07:00,cam1,2,0,1
2025-11-14T16:21:16+07:00,cam1,3,1,0
2025-11-14T16:21:19+07:00,cam1,3,0,1
2025-11-14T16:22:22+07:00,cam1,3,1,0
2026-01-28T14:27:53+07:00,cam1,2,0,1
2026-01-28T14:28:43+07:00,cam1,1,1,0
2026-01-28T14:28:44+07:00,cam1,1,0,1
2026-01-28T14:29:27+07:00,cam1,3,0,1
2026-01-28T14:30:27+07:00,cam1,2,1,0
2026-01-28T14:31:12+07:00,cam1,2,0,1
2026-01-28T14:35:54+07:00,cam1,2,1,0
2026-01-28T14:44:07+07:00,cam1,3,0,1
2026-01-28T14:44:13+07:00,cam1,3,0,1
2026-01-28T14:47:01+07:00,cam1,1,1,0
2026-01-28T14:48:40+07:00,cam1,3,0,1
2026-01-28T14:48:40+07:00,cam1,3,1,0
2026-01-28T14:48:42+07:00,cam1,3,1,0
2026-01-28T14:49:25+07:00,cam1,3,0,1
2026-01-28T14:52:45+07:00,cam1,2,0,1
2026-01-28T14:54:00+07:00,cam1,1,1,0
2026-01-28T14:55:03+07:00,cam1,3,0,1
2026-01-28T14:58:44+07:00,cam1,3,0,1
2026-01-28T14:58:48+07:00,cam1,3,0,1
2026-01-28T14:59:24+07:00,cam1,1,1,0
2026-01-28T14:59:46+07:00,cam1,2,1,0
2026-01-28T15:01:00+07:00,cam1,3,0,1
2026-01-28T15:01:25+07:00,cam1,1,1,0
2026-01-28T15:01:42+07:00,cam1,1,0,1
2026-01-28T15:02:03+07:00,cam1,2,1,0
2026-01-28T15:02:12+07:00,cam1,2,0,1
2026-01-28T15:04:42+07:00,cam1,3,0,1
2026-01-28T15:04:43+07:00,cam1,3,0,1
2026-01-28T15:06:08+07:00,cam1,3,1,0
2026-01-28T15:07:23+07:00,cam1,3,0,1
2026-01-28T15:10:50+07:00,cam1,2,1,0
2026-01-28T15:12:13+07:00,cam1,3,0,1
2026-01-28T15:13:44+07:00,cam1,1,0,1
2026-01-28T15:13:56+07:00,cam1,1,0,1
2026-01-28T15:14:43+07:00,cam1,3,1,0
2026-01-28T15:15:28+07:00,cam1,3,0,1
2026-01-28T15:15:34+07:00,cam1,1,1,0
2026-01-28T15:16:34+07:00,cam1,2,0,1
2026-01-28T15:16:41+07:00,cam1,2,0,1
2026-01-28T15:19:02+07:00,cam1,1,1,0
2026-01-28T15:20:36+07:00,cam1,2,1,0
2026-01-28T15:22:28+07:00,cam1,1,0,1
2026-01-28T15:22:55+07:00,cam1,2,1,0
2026-01-28T15:22:55+07:00,cam1,2,1,0
2026-01-28T15:23:33+07:00,cam1,2,0,1
